REF STORING  			 PAGE FRAMES     			HIT/FAULT
13		13	-1	-1	-1	-1	-1	-1	-1	-1	-1		F
65		13	65	-1	-1	-1	-1	-1	-1	-1	-1		F
14		13	65	14	-1	-1	-1	-1	-1	-1	-1		F
22		13	65	14	22	-1	-1	-1	-1	-1	-1		F
18		13	65	14	22	18	-1	-1	-1	-1	-1		F
19		13	65	14	22	18	19	-1	-1	-1	-1		F
15		13	65	14	22	18	19	15	-1	-1	-1		F
23		13	65	14	22	18	19	15	23	-1	-1		F
19		13	65	14	22	18	19	15	23	-1	-1		H
21		13	65	14	22	18	19	15	23	21	-1		F
11		13	65	14	22	18	19	15	23	21	11		F
44		44	65	14	22	18	19	15	23	21	11		F
21		44	65	14	22	18	19	15	23	21	11		H
13		44	13	14	22	18	19	15	23	21	11		F
21		44	13	14	22	18	19	15	23	21	11		H
19		44	13	14	22	18	19	15	23	21	11		H
11		44	13	14	22	18	19	15	23	21	11		H
15		44	13	14	22	18	19	15	23	21	11		H
21		44	13	14	22	18	19	15	23	21	11		H
15		44	13	14	22	18	19	15	23	21	11		H
19		44	13	14	22	18	19	15	23	21	11		H
13		44	13	14	22	18	19	15	23	21	11		H
22		44	13	14	22	18	19	15	23	21	11		H
16		44	13	16	22	18	19	15	23	21	11		F
16		44	13	16	22	18	19	15	23	21	11		H
13		44	13	16	22	18	19	15	23	21	11		H
14		44	13	16	14	18	19	15	23	21	11		F
21		44	13	16	14	18	19	15	23	21	11		H
17		44	13	16	14	17	19	15	23	21	11		F
17		44	13	16	14	17	19	15	23	21	11		H
53		44	13	16	14	17	53	15	23	21	11		F
15		44	13	16	14	17	53	15	23	21	11		H
22		44	13	16	14	17	53	22	23	21	11		F
14		44	13	16	14	17	53	22	23	21	11		H
20		44	13	16	14	17	53	22	20	21	11		F
35		44	13	16	14	17	53	22	20	35	11		F
19		44	13	16	14	17	53	22	20	35	19		F
18		18	13	16	14	17	53	22	20	35	19		F
14		18	13	16	14	17	53	22	20	35	19		H
13		18	13	16	14	17	53	22	20	35	19		H
18		18	13	16	14	17	53	22	20	35	19		H
15		18	15	16	14	17	53	22	20	35	19		F
19		18	15	16	14	17	53	22	20	35	19		H
17		18	15	16	14	17	53	22	20	35	19		H
15		18	15	16	14	17	53	22	20	35	19		H
19		18	15	16	14	17	53	22	20	35	19		H
19		18	15	16	14	17	53	22	20	35	19		H
18		18	15	16	14	17	53	22	20	35	19		H
18		18	15	16	14	17	53	22	20	35	19		H
21		18	15	21	14	17	53	22	20	35	19		F
18		18	15	21	14	17	53	22	20	35	19		H
12		18	15	21	12	17	53	22	20	35	19		F
16		18	15	21	12	16	53	22	20	35	19		F
22		18	15	21	12	16	53	22	20	35	19		H
16		18	15	21	12	16	53	22	20	35	19		H
11		18	15	21	12	16	11	22	20	35	19		F
14		18	15	21	12	16	11	14	20	35	19		F
18		18	15	21	12	16	11	14	20	35	19		H
13		18	15	21	12	16	11	14	13	35	19		F
19		18	15	21	12	16	11	14	13	35	19		H
19		18	15	21	12	16	11	14	13	35	19		H
23		18	15	21	12	16	11	14	13	23	19		F
18		18	15	21	12	16	11	14	13	23	19		H
13		18	15	21	12	16	11	14	13	23	19		H
18		18	15	21	12	16	11	14	13	23	19		H
14		18	15	21	12	16	11	14	13	23	19		H
17		18	15	21	12	16	11	14	13	23	17		F
20		20	15	21	12	16	11	14	13	23	17		F
20		20	15	21	12	16	11	14	13	23	17		H
12		20	15	21	12	16	11	14	13	23	17		H
15		20	15	21	12	16	11	14	13	23	17		H
18		20	18	21	12	16	11	14	13	23	17		F
15		20	18	15	12	16	11	14	13	23	17		F
16		20	18	15	12	16	11	14	13	23	17		H
14		20	18	15	12	16	11	14	13	23	17		H
16		20	18	15	12	16	11	14	13	23	17		H
12		20	18	15	12	16	11	14	13	23	17		H
22		20	18	15	22	16	11	14	13	23	17		F
13		20	18	15	22	16	11	14	13	23	17		H
19		20	18	15	22	19	11	14	13	23	17		F
31		20	18	15	22	19	31	14	13	23	17		F
13		20	18	15	22	19	31	14	13	23	17		H
22		20	18	15	22	19	31	14	13	23	17		H
14		20	18	15	22	19	31	14	13	23	17		H
15		20	18	15	22	19	31	14	13	23	17		H
11		20	18	15	22	19	31	11	13	23	17		F
17		20	18	15	22	19	31	11	13	23	17		H
16		20	18	15	22	19	31	11	16	23	17		F
17		20	18	15	22	19	31	11	16	23	17		H
15		20	18	15	22	19	31	11	16	23	17		H
16		20	18	15	22	19	31	11	16	23	17		H
15		20	18	15	22	19	31	11	16	23	17		H
17		20	18	15	22	19	31	11	16	23	17		H
22		20	18	15	22	19	31	11	16	23	17		H
16		20	18	15	22	19	31	11	16	23	17		H
43		20	18	15	22	19	31	11	16	43	17		F
11		20	18	15	22	19	31	11	16	43	17		H
17		20	18	15	22	19	31	11	16	43	17		H
22		20	18	15	22	19	31	11	16	43	17		H
21		20	18	15	22	19	31	11	16	43	21		F
18		20	18	15	22	19	31	11	16	43	21		H
Page Fault Is 40
